old_tag,new_tag,action,notes,parent_broader_category
Police,New South Wales Police,synonym,Short form - use full official name New South Wales Police,
police court,Courts of Petty Sessions,synonym,Colloquial term for Courts of Petty Sessions in NSW ca. 1890-1900,
Police Court,Courts of Petty Sessions,synonym,Colloquial term for Courts of Petty Sessions in NSW ca. 1900,
Police court,police court,synonym,Capitalized variant from original Zotero tags,
police facilities,police facilities,hierarchy,parent=civic buildings,
police officer,police officer,hierarchy,parent=police officers (singular generic term),
police officers,police officers,hierarchy,parent=law enforcement personnel,
police quarters,police quarters,hierarchy,parent=police facilities,
police station,police station,hierarchy,parent=justice & crime - THEMATIC,
police station,police station,hierarchy,parent=police facilities,
Police station,police station,synonym,Capitalized variant from original Zotero tags,
policing,policing,hierarchy,parent=law enforcement,
political events,political events,hierarchy,parent=Events,
political events,political events,hierarchy,parent=Politics & Governance - THEMATIC,
Politics & Governance,Politics & Governance,hierarchy,parent=(thematic grouping),
pony breeding,pony breeding,merge,Alternate term for Horse breeding (ponies are small horses),
Port Kembla,Port Kembla,hierarchy,parent=towns,
Port Kembla disaster,Mount Kembla Disaster,synonym,Historical misnomer - actually Mount Kembla (not Port Kembla),
Post,Post,hierarchy,parent=postal services - THEMATIC,
Post,postal service,synonym,Generic term for postal service (deprecated - use specific tags),
Post,postal service,synonym,Generic term for postal service (deprecated - use specific tags),
post office,post office,hierarchy,parent=postal facilities,
Post office,post office,synonym,Capitalized variant from original Zotero tags,
Post Office Department,Post Department,merge,Synonym - standardise to Post Department,
Post Office Department,Postal Department,synonym,Historical name for Postal Department,
postal authorities,postal authorities,hierarchy,parent=government bodies,
Postal Department,Postal Department,hierarchy,parent=postal authorities,
postal employees,postal employees,hierarchy,parent=public officials,
postal facilities,postal facilities,hierarchy,parent=civic buildings,
postal service,postal service,hierarchy,parent=postal services,
postal services,postal services,hierarchy,parent=communication activities,
postal services,postal services,hierarchy,parent=communications & postal services - THEMATIC,
postboy,postboy,hierarchy,parent=mailmen,
postman,mailman,merge,Synonym - standardise to mailman,
Postman,mailman,synonym,Alternative term for mailman,
postman,mailman,synonym,Alternative term for mailman,
postmaster,postmaster,hierarchy,parent=postmasters,
postmasters,postmasters,hierarchy,parent=postal employees,
Presbyterian church (building),Presbyterian church (building),hierarchy,parent=Presbyterian churches (buildings),
Presbyterian church (organisation),Presbyterian church (organisation),hierarchy,parent=Presbyterian churches (organisations) (singular generic term),
Presbyterian Church Leura (building),Presbyterian Church Leura (building),hierarchy,parent=Presbyterian churches (buildings),
Presbyterian Church Leura (organisation),Presbyterian Church Leura (organisation),hierarchy,parent=Presbyterian churches (organisations),
Presbyterian Church Wentworth Falls (building),Presbyterian Church Wentworth Falls (building),hierarchy,parent=Presbyterian churches (buildings),
Presbyterian Church Wentworth Falls (organisation),Presbyterian Church Wentworth Falls (organisation),hierarchy,parent=Presbyterian churches (organisations),
Presbyterian churches (buildings),Presbyterian churches (buildings),hierarchy,parent=churches (buildings),
Presbyterian churches (organisations),Presbyterian churches (organisations),hierarchy,parent=churches (organisations),
Primary source,PRIMARY SOURCE,exclude,Metadata flag - not a subject tag. Item type already indicates primary source status.,METADATA
progress committee,progress committee,hierarchy,parent=progress committees (singular generic term),
progress committees,progress committees,hierarchy,parent=civic organisations,
Progress committees,progress committees,synonym,Capitalized variant from original Zotero tags,
property crimes,property crimes,hierarchy,parent=crimes - THEMATIC,
property offences,property offences,hierarchy,parent=court cases,
Pub,public house,synonym,Colloquial term for public house,
Pub,public house,synonym,Colloquial term for public house,
pub,public house,synonym,Short form (UK/Australian) - lowercase variant,
public health and safety activities,public health and safety activities,hierarchy,parent=societal activities,
public house (building),public house (building),hierarchy,parent=public houses (buildings),
public houses,public houses,hierarchy,parent=Alcohol-related venues - THEMATIC,
public houses (buildings),public houses (buildings),hierarchy,parent=accommodation buildings,
public meeting,public meeting,hierarchy,parent=political events,
public meeting,public meeting,keep,Substring coincidence - semantically unrelated concepts (automated triage),
Public meeting,public meeting,synonym,Capitalized variant from original Zotero tags,
public official,public official,hierarchy,parent=public officials (singular generic term),
public officials,public officials,hierarchy,parent=occupations,
public officials,public officials,hierarchy,parent=Politics & Governance - THEMATIC,
publican,publican,hierarchy,parent=hospitality workers,
publican,publican,keep,Substring coincidence - semantically unrelated concepts (automated triage),
Publican,publican,synonym,Capitalized variant from original Zotero tags,
publican's licence,publican's licence,hierarchy,parent=licensing & regulation - THEMATIC,
publican's licence,publican's licence,hierarchy,parent=licences,
publican's licence,publican's licensing,synonym,Historical term for licence to operate public house serving alcohol,
Publican's License,publican's licence,synonym,US spelling variant of UK spelling publican's licence,
Publican's License,publican's licensing,synonym,Historical term for licence to operate public house serving alcohol,
publican's licensing,publican's licensing,hierarchy,parent=licensing,
Pubs,public houses,synonym,Colloquial short form - prefer full form public houses,
Race & Ethnicity,Race & Ethnicity,hierarchy,parent=(thematic grouping),
racial stereotyping & performance,racial stereotyping & performance,hierarchy,parent=Race & Ethnicity - THEMATIC,
railway,railway,hierarchy,parent=transport & infrastructure - THEMATIC,
railway,railway,hierarchy,parent=transport infrastructure,
Railway,railway,synonym,Capitalized variant from original Zotero tags,
railway authorities,railway authorities,hierarchy,parent=government bodies,
railway commission,railway commission,hierarchy,parent=railway authorities,
Railway commission,railway commission,synonym,Capitalized variant from original Zotero tags,
Railway Hotel,Railway Hotel (building),synonym,Unqualified variant from original Zotero tags,
Railway Hotel (building),Railway Hotel (building),hierarchy,parent=hotels (buildings),
railway infrastructure,railway infrastructure,hierarchy,parent=railway,
railway operation,railway operation,hierarchy,parent=railway operations (singular generic term),
railway operations,railway operations,hierarchy,parent=transport,
Rape,sexual violence,merge,Specific term merged into broader category (rape is a type of sexual violence),
Rape,sexual violence,synonym,Specific type of sexual violence - retained as synonym for search/discovery,
recreation activities,recreation activities,hierarchy,parent=Activities,
recreation activity,recreation activity,hierarchy,parent=recreation activities (singular generic term),
recreation buildings,recreation buildings,hierarchy,parent=Built Environment,
recreation buildings,recreation buildings,hierarchy,parent=sport & recreation - THEMATIC,
recreation for miners,recreation for miners,hierarchy,parent=recreation activities,
recreation for miners,recreation for miners,hierarchy,parent=mining activities - THEMATIC,
recreation for miners,recreation for miners,hierarchy,parent=recreation themes - THEMATIC,
Recreation for miners,recreation for miners,synonym,Capitalized variant from original Zotero tags,
recreation themes,recreation themes,hierarchy,parent=sport & recreation - THEMATIC,
Reference to the Irish or Irish culture,Reference to the Irish or Irish culture,hierarchy,parent=Cultural identity & heritage - THEMATIC,
Reference to the Irish or Irish culture,Irish culture,synonym,Renamed to emphasize cultural references rather than demographic group,
regional mining contexts,regional mining contexts,hierarchy,parent=mining & industry - THEMATIC,
regulatory processes,regulatory processes,hierarchy,parent=societal activities,
Religion,Religion,hierarchy,parent=(thematic grouping),
religious buildings,religious buildings,hierarchy,parent=Built Environment,
religious buildings,religious buildings,hierarchy,parent=Religion - THEMATIC,
religious education,religious education,hierarchy,parent=religious organisations,
religious organisations,religious organisations,hierarchy,parent=organisations,
religious organisations,religious organisations,hierarchy,parent=Religion - THEMATIC,
religious social movement,religious social movement,hierarchy,parent=religious social movements (singular generic term),
religious social movements,religious social movements,hierarchy,parent=religious organisations,
reserve,reserve,hierarchy,parent=reserves (singular generic term),
reserves,reserves,hierarchy,parent=Places (existing facet),
reserves,reserves,hierarchy,parent=recreation themes - THEMATIC (recreational lands),
Reserves,reserves,synonym,Capitalized variant from original Zotero tags,
retailer or store,retailer or store,hierarchy,parent=retailers and stores,
retailers & store,retailer or store,synonym,Variant form consolidated to Retailer or Store,
retailers and store,retailer or store,synonym,Variant form consolidated to Retailer or Store,
retailers and stores,retailers and stores,hierarchy,parent=commercial businesses,
Reverence M C Brown,Reverence M C Brown,hierarchy,parent=clergy,
Reverend A Sutherland,Reverend A Sutherland,hierarchy,parent=clergy,
Reverend Canon Kemmis,Reverend Canon Kemmis,hierarchy,parent=clergy,
Reverend E A Ferguson,Reverend E A Ferguson,hierarchy,parent=clergy,
Reverend E Lampard,Reverend E Lampard,hierarchy,parent=clergy,
Reverend F Bevan,Reverend F Bevan,hierarchy,parent=clergy,
Reverend F V Pratt,Reverend F V Pratt,hierarchy,parent=clergy,
Reverend Father Bridge,Reverend Father Bridge,hierarchy,parent=clergy,
Reverend Father Hyland,Reverend Father Hyland,hierarchy,parent=clergy,
Reverend J F Russel,Reverend J F Russel,hierarchy,parent=clergy,
Reverend J H Maclean,Reverend J H Maclean,hierarchy,parent=clergy,
Reverend J Hargreaves,Reverend J Hargreaves,hierarchy,parent=clergy,
Reverend M S Fletcher,Reverend M S Fletcher,hierarchy,parent=clergy,
Reverend R M Laverty,Reverend R M Laverty,hierarchy,parent=clergy,
Reverend R W Orton,Reverend R W Orton,hierarchy,parent=clergy,
Reverend Robertson,Reverend Robertson,hierarchy,parent=clergy,
Reverend T K Abbot,Reverend T K Abbot,hierarchy,parent=clergy,
Reverend W Lampard,Reverend W Lampard,hierarchy,parent=clergy,
Reverend W R Orton,Reverend W R Orton,hierarchy,parent=clergy,
Reverend W Tollis,Reverend W Tollis,hierarchy,parent=clergy,
Richard Allen,Richard Allen,hierarchy,parent=hotelliers,
rifle club,rifle club,hierarchy,parent=rifle clubs,
Rifle club,rifle club,synonym,Capitalized variant from original Zotero tags,
rifle clubs,rifle clubs,hierarchy,parent=sports clubs,
rifle range,rifle range,hierarchy,parent=rifle ranges (singular generic term),
rifle ranges,rifle ranges,hierarchy,parent=sports facilities,
rifle reserves,rifle reserves,hierarchy,parent=reserves,
Rifle reserves,rifle reserves,synonym,Capitalized variant from original Zotero tags,
road,road,hierarchy,parent=roads (singular generic term),
roads,roads,hierarchy,parent=transport & infrastructure - THEMATIC,
roads,roads,hierarchy,parent=transport infrastructure,
Roads,roads,synonym,Capitalized variant from original Zotero tags,
Rockley,Rockley,hierarchy,parent=towns,
Roman Catholic Church,Roman Catholic Church (organisation),synonym,Unqualified variant from original Zotero tags,
Roman Catholic Church (building),Roman Catholic Church (building),hierarchy,parent=Roman Catholic churches (buildings),
Roman Catholic Church (organisation),Roman Catholic Church (organisation),hierarchy,parent=Roman Catholic churches (organisations),
Roman Catholic Church Blackheath (organisation),Roman Catholic Church Blackheath (organisation),hierarchy,parent=Roman Catholic churches (organisations),
Roman Catholic Church Katoomba (building),Roman Catholic Church Katoomba (building),hierarchy,parent=Roman Catholic churches (buildings),
Roman Catholic Church Lawson (organisation),Roman Catholic Church Lawson (organisation),hierarchy,parent=Roman Catholic churches (organisations),
Roman Catholic Church Megalong (building),Roman Catholic Church Megalong (building),hierarchy,parent=Roman Catholic churches (buildings),
Roman Catholic Church Megalong (organisation),Roman Catholic Church Megalong (organisation),hierarchy,parent=Roman Catholic churches (organisations),
Roman Catholic Church Mount Victoria (organisation),Roman Catholic Church Mount Victoria (organisation),hierarchy,parent=Roman Catholic churches (organisations),
Roman Catholic churches (buildings),Roman Catholic churches (buildings),hierarchy,parent=churches (buildings),
Roman Catholic churches (organisations),Roman Catholic churches (organisations),hierarchy,parent=churches (organisations),
Rubina Fryer,Rubina Fryer,hierarchy,parent=hotelliers,
rugby,rugby,hierarchy,parent=team sports,
rugby,rugby,hierarchy,parent=sport & recreation - THEMATIC,
Rugby,rugby,synonym,Capitalized variant from original Zotero tags,
rugby club,rugby club,hierarchy,parent=rugby clubs (singular generic term),
rugby clubs,rugby clubs,hierarchy,parent=sports clubs,
rugby match,rugby match,hierarchy,parent=sporting events (singular generic term),
rugby match,rugby match,hierarchy,parent=sport & recreation - THEMATIC,
Ruined Castle,Ruined Castle mining district,synonym,Unqualified form - use mining district qualifier for mining context; rock formation qualifier for natural feature,
Ruined Castle (settlement),Ruined Castle (settlement),hierarchy,parent=Ruined Castle mining district,
Ruined Castle - rock formation,Ruined Castle - rock formation,hierarchy,parent=mountain features,
Ruined Castle mining district,Ruined Castle mining district,hierarchy,parent=mining districts,
Ruined Castle Shale Mine,Ruined Castle Shale Mine (site),synonym,Unqualified form - use site qualifier for precision,
Ruined Castle Shale Mine (site),Ruined Castle Shale Mine (site),hierarchy,parent=Ruined Castle mining district,
rum,rum,hierarchy,parent=spirits,
runaway horse incidents,runaway horse incidents,hierarchy,parent=horse accidents,
Salvation Army,Salvation Army,hierarchy,parent=religious social movements,
sanatorium,sanatorium,hierarchy,parent=sanatoriums,Singular generic term
sanatoriums,sanatoriums,hierarchy,parent=healthcare facilities,
school,school,hierarchy,parent=schools,
School,school,synonym,Capitalized variant from original Zotero tags,
school of art,school of arts,synonym,Variant spelling - standardised to School of Arts,
school of arts,school of arts,hierarchy,parent=schools of arts,
School of Arts,school of arts,synonym,Capitalized variant from original Zotero tags,
schools,schools,hierarchy,parent=educational buildings,
schools of art,schools of arts,synonym,Variant spelling - standardised to Schools of Arts,
schools of arts,schools of arts,hierarchy,parent=cultural societies,
schools of arts,schools of arts,hierarchy,parent=halls,
senior-constable,senior-constable,hierarchy,parent=police officers,
Senior-Constable Illingworth,Senior-Constable John Illingworth,synonym,Short form without first name,
Senior-Constable John Illingworth,Senior-Constable John Illingworth,hierarchy,parent=senior-constable,
Senior-Constable John Illingworth,Senior-Constable John Illingworth,hierarchy,parent=people - THEMATIC,
Senior-Constable Thorncroft,Senior-Constable Thorncroft,hierarchy,parent=senior-constable,
Senior-Constable Thorncroft,Senior-Constable Thorncroft,hierarchy,parent=people - THEMATIC,
Senior-Constable Tomkins,Senior-Constable Tomkins,hierarchy,parent=senior-constable,
Senior-Constable Tomkins,Senior-Constable Tomkins,hierarchy,parent=people - THEMATIC,
Senior-constable Tomkins,Senior-Constable Tomkins,synonym,Lowercase variant - use standard capitalisation,
sergeant,sergeant,hierarchy,parent=police officers,
Sergeant Thorndyke,Sergeant Thorndyke,hierarchy,parent=sergeant,
Sergeant Thorndyke,Sergeant Thorndyke,hierarchy,parent=people - THEMATIC,
serving alcohol to minors,serving alcohol to minors,hierarchy,parent=alcohol-related,
sewerage,sewerage,hierarchy,parent=utilities,
Sewerage,sewerage,synonym,Capitalized variant from original Zotero tags,
sexual assault,sexual violence,synonym,Use sexual violence as preferred term,
sexual violence,sexual violence,hierarchy,parent=criminal events,
sexual violence,sexual violence,hierarchy,parent=Gender-related vulnerabilities - THEMATIC,
sexual violence,sexual violence,hierarchy,parent=violent crimes - THEMATIC,
Sexual violence,sexual violence,synonym,Capitalized variant from original Zotero tags,
shale,shale,hierarchy,parent=Materials,
shale mine (facility),shale mine (facility),hierarchy,parent=shale mines (singular generic term),
shale mines,shale mines,hierarchy,parent=mines & mining districts - THEMATIC,
shale mines,shale mines,hierarchy,parent=Natural resources - THEMATIC,
shale mines,shale mines,hierarchy,parent=mines,
Shale mines,shale mines,synonym,Capitalized variant from original Zotero tags,
shale mining,shale mining,hierarchy,parent=mining,
shipwright,shipwright,hierarchy,parent=maritime workers,
shooting,shooting,hierarchy,parent=recreation activities,
shooting,shooting,hierarchy,parent=sport & recreation - THEMATIC,
Shooting,shooting,synonym,Capitalized variant from original Zotero tags,
shooting competition,shooting match,synonym,Alternative term for shooting match,
shooting match,shooting match,hierarchy,parent=sporting events (singular generic term),
shooting match,shooting match,hierarchy,parent=sport & recreation - THEMATIC,
Sly-grog operations,unlicensed sales,synonym,Australian colonial term for unlicensed liquor sales,
sly-grog operations,unlicensed sales,synonym,Australian colonial term for unlicensed liquor sales,
social & economic concepts,social & economic concepts,hierarchy,parent=Associated Concepts,
social behaviour,social behaviour,hierarchy,parent=social behaviours (singular generic term),
social behaviours,social behaviours,hierarchy,parent=Activities,
social event,social event,hierarchy,parent=social events (singular generic term),
social events,social events,hierarchy,parent=Events,
Social issues,Social issues,hierarchy,parent=(thematic grouping),
Social order offences,Social order offences,hierarchy,parent=crimes - THEMATIC,
Social order offences,Social order offences,hierarchy,parent=Crimes - THEMATIC,
societal activities,societal activities,hierarchy,parent=Activities,
soldiers,soldiers,hierarchy,parent=military personnel,
Soldiers,soldiers,synonym,Capitalized variant from original Zotero tags,
South Clifton,South Clifton (Illawarra),synonym,Unqualified form - use Illawarra qualifier to distinguish from Blue Mountains locations,
South Clifton (Illawarra),South Clifton (Illawarra),hierarchy,parent=mining districts,
South Clifton (Illawarra),South Clifton (Illawarra),hierarchy,parent=regional mining contexts - THEMATIC,
South Clifton Mine Co.,South Clifton Mine Company,synonym,Abbreviated form  ,
South Clifton Mine Company,South Clifton Mine Company,hierarchy,parent=mining companies,
South Clifton Mine Company,South Clifton Mine Company,hierarchy,parent=regional mining contexts - THEMATIC,
South Clifton Tunnel Mine,South Clifton Tunnel Mine (site),merge,Use site qualifier for geographic location (Blue Mountains context),
South Clifton Tunnel Mine (facility),South Clifton Tunnel Mine (facility),hierarchy,parent=coal mines,
South Clifton Tunnel Mine (facility),South Clifton Tunnel Mine (facility),hierarchy,parent=regional mining contexts - THEMATIC,
South Clifton Tunnel Mine (site),South Clifton Tunnel Mine (site),hierarchy,parent=South Clifton (Illawarra),
South Katoomba,South Katoomba,hierarchy,parent=Katoomba,
South Katoomba Reserve,South Katoomba Reserve,hierarchy,parent=reserves,
spectator sports,spectator sports,hierarchy,parent=recreation activities,
spectator sports,spectator sports,hierarchy,parent=sport & recreation - THEMATIC,
spirit,spirit,hierarchy,parent=spirits (singular generic term),
spirits,spirits,hierarchy,parent=alcoholic beverages,
sport & recreation,sport & recreation,hierarchy,parent=(thematic grouping),
sporting event,sporting event,hierarchy,parent=sporting events (singular generic term),
sporting events,sporting events,hierarchy,parent=Events,
sporting events,sporting events,hierarchy,parent=sport & recreation - THEMATIC,
sports,sports,hierarchy,parent=recreation themes - THEMATIC,
sports,sports,merge,Remove from Recreation activities - use specific activity types (Spectator sports for watching events) or event types (Sporting events for the events themselves),
Sports,sports,synonym,Capitalized variant from original Zotero tags,
sports clubs,sports clubs,hierarchy,parent=cultural & recreational organisations,
sports clubs,sports clubs,hierarchy,parent=Sport & Recreation - THEMATIC,
sports clubs,sports clubs,hierarchy,parent=sport & recreation - THEMATIC,
sports facilities,sports facilities,hierarchy,parent=recreation buildings,
Springwood,Springwood,hierarchy,parent=towns,
St Aidan's Church Blackheath (organisation),St Aidan's Church Blackheath (organisation),hierarchy,parent=Church of England churches (organisations),
St Aidan's Church Blackheath (Sunday School),St Aidan's Church Blackheath (Sunday School),hierarchy,parent=sunday schools,
St Andrew's Cathedral Church of England Sydney (building),St Andrew's Cathedral Church of England Sydney (building),hierarchy,parent=Church of England churches (buildings),
St Andrew's Cathedral Church of England Sydney (organisation),St Andrew's Cathedral Church of England Sydney (organisation),hierarchy,parent=Church of England churches (organisations),
St Canice's Catholic Church Katoomba (building),St Canice's Catholic Church Katoomba (building),hierarchy,parent=Roman Catholic churches (buildings),
St Canice's Catholic Church Katoomba (organisation),St Canice's Catholic Church Katoomba (organisation),hierarchy,parent=Roman Catholic churches (organisations),
St Clement's Church of England Yass (organisation),St Clement's Church of England Yass (organisation),hierarchy,parent=Church of England churches (organisations),
St David's Church Surry Hills (building),St David's Church Surry Hills (building),hierarchy,parent=Church of England churches (buildings),
St Hilda's Church,St Hilda's Church of England (organisation),synonym,Unqualified variant from original Zotero tags,
St Hilda's Church (building),St Hilda's Church of England (building),synonym,Duplicate - map to Church of England variant,
St Hilda's Church (organisation),St Hilda's Church of England (organisation),synonym,Duplicate - map to Church of England variant,
St Hilda's Church of England (building),St Hilda's Church of England (building),hierarchy,parent=Church of England churches (buildings),
St Hilda's Church of England (organisation),St Hilda's Church of England (organisation),hierarchy,parent=Church of England churches (organisations),
St John's Church Parramatta (building),St John's Church Parramatta (building),hierarchy,parent=Church of England churches (buildings),
St Joseph's New Church Roman Catholic Church Megalong,Roman Catholic Church Megalong,synonym,Full description variant - use standard form,
St Joseph's Roman Catholic Church Megalong,Roman Catholic Church Megalong,synonym,Saint name variant - use standard location form,
St Mark's Church of England (building),St Mark's Church of England (building),hierarchy,parent=Church of England churches (buildings),
St Mark's Church of England Darling Point (organisation),St Mark's Church of England Darling Point (organisation),hierarchy,parent=Church of England churches (organisations),
St Mary's Church of England Greta (building),St Mary's Church of England Greta (building),hierarchy,parent=Church of England churches (buildings),
St Paul's Church of England (building),St Paul's Church of England (building),hierarchy,parent=Church of England churches (buildings),
stable (building),stable (building),hierarchy,parent=stables (buildings),
stables (buildings),stables (buildings),hierarchy,parent=accommodation buildings,
stationmaster,stationmaster,hierarchy,parent=public officials,
Stationmaster,stationmaster,synonym,Capitalized variant from original Zotero tags,
stock trespass,stock trespass,hierarchy,parent=property offences,
Store,Store,hierarchy,parent=commercial buildings,
store,retailer or store,synonym,Generic singular form consolidated to Retailer or Store,
stores,retailer or store,synonym,Generic plural form consolidated to Retailer or Store,
Stores,stores,synonym,Capitalized variant from original Zotero tags,
strike,strike,hierarchy,parent=economic events,
strike,strike,hierarchy,parent=Labour relations - THEMATIC,
Strike,strike,synonym,Capitalized variant from original Zotero tags,
suicide,suicide,hierarchy,parent=death,
Suicide,suicide,synonym,Capitalized variant from original Zotero tags,
sunday school,sunday school,hierarchy,parent=education - THEMATIC (religious education),
sunday school,sunday school,hierarchy,parent=sunday schools (singular generic term),
Sunday school,sunday school,synonym,Capitalized variant from original Zotero tags,
sunday schools,sunday schools,hierarchy,parent=religious education,
Sunny Corner,Sunny Corner,hierarchy,parent=towns,
Sunny Corner Mining Company,Sunny Corner Mining Company,hierarchy,parent=mining companies,
Supreme Court,Supreme Court,hierarchy,parent=courts,
Sydney,Sydney,hierarchy,parent=towns,
Tabrett and Co.,Tabrett and Company,synonym,Abbreviated form of Tabrett and Company,
Tabrett and Company,Tabrett and Company,hierarchy,parent=retailers and stores,
Tabrett family,Tabrett family,hierarchy,parent=families,
team sports,team sports,hierarchy,parent=recreation activities,
temperance,temperance,hierarchy,parent=social behaviours,
temperance,temperance,hierarchy,parent=temperance organisations & movements - THEMATIC,
Temperance,temperance,synonym,Capitalized variant from original Zotero tags,
temperance organisations & movements,temperance organisations & movements,hierarchy,parent=alcohol & temperance - THEMATIC,
tennis,tennis,hierarchy,parent=recreation activities,
tennis,tennis,hierarchy,parent=sport & recreation - THEMATIC,
Tennis,tennis,synonym,Capitalized variant from original Zotero tags,
tennis club,tennis club,hierarchy,parent=tennis clubs (singular generic term),
tennis clubs,tennis clubs,hierarchy,parent=sports clubs,
theft,theft,hierarchy,parent=criminal events,
theft,theft,hierarchy,parent=property crimes - THEMATIC,
theft,theft,keep,Substring coincidence - semantically unrelated concepts (automated triage),
Theft,theft,synonym,Capitalized variant from original Zotero tags,
Top Camp (settlement),Top Camp (settlement),hierarchy,parent=Greater Megalong,
tourism,tourism,hierarchy,parent=economic activities,
tourism,tourism,hierarchy,parent=Industries - THEMATIC,
tourism,tourism,hierarchy,parent=tourism activities - THEMATIC,
Tourism,tourism,synonym,Capitalized variant from original Zotero tags,
tourism & accommodation,tourism & accommodation,hierarchy,parent=(thematic grouping),
tourism activities,tourism activities,hierarchy,parent=tourism & accommodation - THEMATIC,
tourist attractions,tourist attractions,hierarchy,parent=tourism & accommodation - THEMATIC,
tourist trains,tourist trains,hierarchy,parent=railway operations,
tourist trains,tourist trains,hierarchy,parent=tourism activities - THEMATIC,
Tourist trains,tourist trains,synonym,Capitalized variant from original Zotero tags,
town,town,hierarchy,parent=towns (singular generic term),
towns,towns,hierarchy,parent=Places (existing facet),
towns,towns,hierarchy,parent=(thematic grouping),
tramway,tramway,hierarchy,parent=mining infrastructure,
tramway,tramway,hierarchy,parent=mining transport - THEMATIC,
Tramway,tramway,synonym,Capitalized variant from original Zotero tags,
transport,transport,hierarchy,parent=economic activities,
transport & infrastructure,transport & infrastructure,hierarchy,parent=(thematic grouping),
transport & logistics business,transport & logistics business,hierarchy,parent=transport & logistics businesses (singular generic term),
transport & logistics businesses,transport & logistics businesses,hierarchy,parent=commercial businesses,
transport accidents,transport accidents,hierarchy,parent=accidents,
transport infrastructure,transport infrastructure,hierarchy,parent=infrastructure,
truck system,truck system,hierarchy,parent=economic activities,
Trucking,Trucking,hierarchy,parent=transport & logistics businesses,
Trucking,Trucking,hierarchy,parent=transport,
Trucking,Trucking,hierarchy,parent=Commercial transport - THEMATIC,
trucking,truck system,synonym,"Historical term for the truck system - 19th century exploitative labor practice of paying workers in goods, credit, or company store tokens instead of cash wages (outlawed by NSW Truck Act 1900)",
U.A.O.D.,United Ancient Order of Druids,synonym,Acronym for United Ancient Order of Druids,
unaffiliated lodge,unaffiliated lodge,hierarchy,parent=unaffiliated lodges,
unaffiliated lodges,unaffiliated lodges,hierarchy,parent=lodges,
unemployment,unemployment,hierarchy,parent=Economic distress - THEMATIC,
unemployment,unemployment,hierarchy,parent=Economic hardship - THEMATIC,
unemployment,unemployment,hierarchy,parent=social & economic concepts,
Unemployment,unemployment,synonym,Capitalized variant from original Zotero tags,
unemployment insurance,unemployment insurance,hierarchy,parent=insurance provision,
unemployment insurance,unemployment insurance,hierarchy,parent=Economic distress - THEMATIC,
unemployment insurance,unemployment insurance,hierarchy,parent=Economic hardship - THEMATIC,
unemployment relief,unemployment relief,hierarchy,parent=charitable and welfare activities,
unemployment relief,unemployment relief,hierarchy,parent=Economic distress - THEMATIC,
unemployment relief,unemployment relief,hierarchy,parent=Economic hardship - THEMATIC,
Unemployment relief,unemployment relief,synonym,Capitalized variant from original Zotero tags,
unions,unions,hierarchy,parent=labour organisations,
unions,unions,hierarchy,parent=Labour relations - THEMATIC,
Unions,unions,synonym,Capitalized variant from original Zotero tags,
United Ancient Order of Druids,United Ancient Order of Druids,hierarchy,parent=lodges,
universities,universities,hierarchy,parent=educational institutions,
university (institution),university (institution),hierarchy,parent=universities (singular generic term),
University of Sydney (institution),University of Sydney (institution),hierarchy,parent=universities,
unlicensed sales,unlicensed sales,hierarchy,parent=alcohol-related,
utilities,utilities,hierarchy,parent=infrastructure,
utilities,utilities,hierarchy,parent=transport & infrastructure - THEMATIC,
utility,utility,hierarchy,parent=utilities (singular generic term),
valley,valley,hierarchy,parent=valleys (singular generic term),
valleys,valleys,hierarchy,parent=natural features,
victims of crime & violence,victims of crime & violence,hierarchy,parent=justice & crime - THEMATIC (virtual grouping),
victims of crime & violence,victims of crime & violence,hierarchy,parent=Social issues - THEMATIC (virtual grouping),
violent crimes,violent crimes,hierarchy,parent=crimes - THEMATIC,
volunteer rifle reserves,volunteer rifle reserves,hierarchy,parent=military organisations,
Vulnerable populations,Vulnerable populations,hierarchy,parent=Social issues - THEMATIC,
W Green,W Green,hierarchy,parent=hotelliers,
W. Green,W. Green,hierarchy,parent=hotelliers,
Wallerawang Coursing Club,Wallerawang Coursing Club,hierarchy,parent=coursing clubs,
waterfall,waterfall,hierarchy,parent=waterfalls (singular generic term),
waterfalls,waterfalls,hierarchy,parent=natural features,
waterfalls,waterfalls,hierarchy,parent=tourist attractions - THEMATIC,
Watkins family,Watkins family,hierarchy,parent=families,
Waudby & Co.,Waudby and Company,synonym,Abbreviated form with ampersand,
Waudby and Company,Waudby and Company,hierarchy,parent=mining companies,
Waudby's Hall,Waudby's Hall,hierarchy,parent=halls,
Waverley Friary (organisation),Waverley Friary (organisation),hierarchy,parent=monasteries and friaries,
weather,weather,hierarchy,parent=physical phenomena,
weather,weather,hierarchy,parent=weather & climate - THEMATIC,
weather,weather,keep,Substring coincidence - semantically unrelated concepts (automated triage),
Weather,weather,synonym,Capitalized variant from original Zotero tags,
weather & climate,weather & climate,hierarchy,parent=environment & weather - THEMATIC,
Wentworth Falls,Wentworth Falls,hierarchy,parent=towns - THEMATIC,
Wentworth Falls Hotel,Wentworth Falls Hotel (building),synonym,Unqualified variant from original Zotero tags,
Wentworth Falls Hotel (building),Wentworth Falls Hotel (building),hierarchy,parent=hotels (buildings),
Wentworth Falls Presbyterian Church,Presbyterian Church Wentworth Falls,synonym,Variant naming pattern - standardized to [church name] [place],
