uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,FeatureID,FeatureType,FeatureAuthor,FeatureTimestamp,OverviewPhotos,Latitude,Longitude,Northing,Easting,Accuracy,Description,PhotoOfSketch,Comments,Interpretation,Material,AsociatedMaterialNotes,DetailPhotos,IDsOfPicturesFromExternalCamera,ExternalPhotoNotes,geospatialcolumn,Artefact Functional type,Tags,RevisedFeatureType,x-ref,Notes
1000051607216220712,3103 {Artefact_scatter},Bec Parkes,2020-12-06 00:57:04.246 GMT,Bec Parkes,2020-12-06 00:57:04 GMT,3103,Artefact scatter,Bec Parkes,2020-12-06 11:57:00+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3103_Artefact_scatter__1.jpg''}}",-33.740319,150.265677,6263087.366,246583.519,3,"glass and ceramic situated at base of slope between Feature 3100 and 3104
Dark green and olive green bottle bases and finishes from late nineteenth century, hand tooled finish, gin case bottle - aromatic shops
fragment of white glazed moulded ware - tableware?
additional fragments extend along base of slope to east including white glazed rim of chamber pot and white hollow ware
fragment of porcelain
artefacts extend upslope at least 5m and become denser at top of slope",associated with Feature 3104?,,,Ceramic - Glass,,,F4881-4886,,POINT(246583.518885 6263087.365375),Bottle | Food service | Chamber pot,Artefact | Food | Alcohol | Waste,Artefact,,
1000041607216309865,4108 {Artefact_scatter},Penny Crook,2020-12-06 00:58:34.688 GMT,Penny Crook,2020-12-06 00:58:34 GMT,4108,Artefact scatter,Penny Crook,2020-12-06 11:58:29+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4108_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4108_Artefact_scatter__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4108_Artefact_scatter__3.jpg''}}",-33.740072,150.265053,6263113.229,246524.9667,3,"2m diam scatter associated with a shallow depression with mix of late 19th century mix of brown TP teacup base, light green bottle glass, pink and gold banded bone China tea saucer. ",,,,Ceramic - Glass,,,MQ ,100-1100 to 1103,POINT(246524.966545 6263113.228967),Food service | Bottle,Pit | Artefact | Food,Depressoin,,
1000051607216871844,3104 {Hearth},Bec Parkes,2020-12-06 01:08:03.035 GMT,Bec Parkes,2020-12-06 01:08:03 GMT,3104,Hearth,Bec Parkes,2020-12-06 12:07:51+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3104_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3104_Hearth__2.jpg''}}",-33.740148,150.265747,6263106.505,246589.5027,3.3,"Hearth faces to northwest, constructed of tabular sandstone with up to four courses intact on northern side. well defined platform, built up on southern and western ends and possible rock packing around margins
possible drain also cut in around edge of platform in northern side",,,,Ceramic,,,F4887-4894,,POINT(246589.502521 6263106.505175),,Hut | Artefact | Drain,Hearth | Platform | Depression | Artefact,,
1000041607217324259,4109 {Other},Penny Crook,2020-12-06 01:15:26.721 GMT,Penny Crook,2020-12-06 01:15:26 GMT,4109,Other,Penny Crook,2020-12-06 12:15:24+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4109_Other__1.jpg''}}",-33.740107,150.265124,6263109.521,246531.6492,2.4,"Cluster of stone with associated artefacts, approximately 1.5 by 1.2m. May be insitu or fallen wall. Or natural. ",,,,Ceramic (Brown TP ) - Glass (Light blue pharmaceutical ),,,MQ ,100-1104 to 5,POINT(246531.649064 6263109.52127),Bottle,Artefact | Pharmaceutical,Artefact,,
1000051607217738417,3105 {Other},Bec Parkes,2020-12-06 01:22:21.246 GMT,Bec Parkes,2020-12-06 01:22:21 GMT,3105,Other,Bec Parkes,2020-12-06 12:22:18+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3105_Other__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3105_Other__2.jpg''}}",-33.740276,150.265187,6263090.931,246537.9848,3.3,"formed trackway/tram way runnig sw to ne
this feature is situated at southern bridge abutment where there are possible signs of former timber piles for bridge evidenced by gaps in stonework
trackway is formed by packing of similar sized sandstone pieces that are mostly subangular and 10-30cm diameter",,,,Metal - Other,"numerous pieces of shale across surface and along margins of track
metal nut from bridge?","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/3105_Other__1.jpg''}}",F4897-4902,,POINT(246537.98461 6263090.930306),Implement,Work | Transport,Trackway | Bridge,,
1000041607217949087,4110 {Hearth},Penny Crook,2020-12-06 01:25:50.915 GMT,Penny Crook,2020-12-06 01:25:50 GMT,4110,Hearth,Penny Crook,2020-12-06 12:25:48+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4110_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4110_Hearth__2.jpg''}}",-33.739861,150.264752,6263135.894,246496.4522,3.3,Well preserved N Facing hearth standing 12 courses high. Tabular local stone of variable size. Southern face of inner wall has 7 courses of horizontal stone standing 90 cm. Row of large flat faced stone approx 40cm high stood vertical. Spill continues on both E and W. Platform is cut on eastern side and built up on West. ,,,,Metal (Fe plate or with 4 round holes. ),No identifiable finds in association with the platform other than metal plate resting on top of hearth. ,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/4110_Hearth__1.jpg''}}",MQ ,100-1106 to 1112,POINT(246496.452043 6263135.893391),Implement,Dwelling | Artefact,Hearth | Platform | Artefact,,
1000051607218668060,3106 {Other},Bec Parkes,2020-12-06 01:37:52.021 GMT,Bec Parkes,2020-12-06 01:37:52 GMT,3106,Other,Bec Parkes,2020-12-06 12:37:47+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3106_Other__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3106_Other__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3106_Other__3.jpg''}}",-33.740245,150.265433,6263094.974,246560.6901,3,"cutting for trackway
track surface again packed with stone
no obvious signs of tools on the rocks either side of cutting",,,,,,,"F,4903-4905",,POINT(246560.68992 6263094.973747),,Work | Transport,Trackway,,
1000041607220929501,4111 {Other},Penny Crook,2020-12-06 02:15:45.155 GMT,Penny Crook,2020-12-06 02:15:45 GMT,4111,"Other,Depression ",Penny Crook,2020-12-06 13:15:29+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4111_Other__1.jpg''}}",-33.739844,150.264832,6263137.976,246503.8157,3,Large pit with indistinct edge approx 1.6x1.4m and 40 cm deep.  North end of platform 4110.,Possible cesspit. ,,,Ceramic (Burnt ceramic. Frag of tea saucer likely white Ironstone. ),,,MQ ,100-1113 to 1114,POINT(246503.815549 6263137.975806),Food service,Pit | Food,Depression,,
1000091607221156026,3107 {Boulder},Susan Lupack,2020-12-06 02:19:38.610 GMT,Susan Lupack,2020-12-06 02:19:38 GMT,3107,Boulder,Susan Lupack (Fiona not Susan),2020-12-06 13:19:15+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/3107_Boulder__1.jpg''}}",-33.739882,150.264977,6263134.118,246517.3646,3,"Large sandstone boulder with three possible modifications on its south east face. Indents along an angled alignment, possibly to support roof timbers. Possible platform extending 3.2m from boulder, to the south east. Circular rock feature at base of boulder, north west corner of platform, possibly used to hold a timber support.",,,,,,,F4906-4911,,POINT(246517.364451 6263134.117326),,Structure,Prop hole | Platform,,
1000041607221708666,4112 {Artefact_scatter},Penny Crook,2020-12-06 02:30:22.158 GMT,Penny Crook,2020-12-06 02:30:22 GMT,4112,Artefact scatter,Penny Crook,2020-12-06 13:28:28+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4112_Artefact_scatter__1.jpg''}}",-33.739907,150.264798,6263130.904,246500.8504,3.6,Scatter of artefacts NE of platform 4110 and SE of pit 4111.,,,,Ceramic - Glass (Olive green ),,,Mq,100-1115 to 1116,POINT(246500.850236 6263130.904087),,Artefact,Artefact,,
1000041607223213828,4113 {Other},Penny Crook,2020-12-06 02:53:36.569 GMT,Penny Crook,2020-12-06 02:53:36 GMT,4113,"Other,Tramway ",Penny Crook,2020-12-06 13:53:33+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4113_Other__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4113_Other__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4113_Other__3.jpg''}}",-33.739027,150.266919,6263233.73,246694.8135,3,Pair of retaining walls either side of Tramway. Drainage channel either side. ,,,,,,,Mq,1117 to 1120,POINT(246694.813401 6263233.729577),,Work | Transport | Drain,Trackway | Depresson,,
1000041607223605910,4114 {Artefact_scatter},Penny Crook,2020-12-06 03:00:10.271 GMT,Penny Crook,2020-12-06 03:00:10 GMT,4114,Artefact scatter,Penny Crook,2020-12-06 14:00:05+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4114_Artefact_scatter__1.jpg''}}",-33.738961,150.267016,6263241.289,246703.6084,3,Shale oil rock scatter beside Tramway ,,,,,,,,,POINT(246703.608293 6263241.288793),Ore,Artefact | Shale,Artefact,,
1000041607223760028,4115 {Other},Penny Crook,2020-12-06 03:02:43.165 GMT,Penny Crook,2020-12-06 03:02:43 GMT,4115,Other,Penny Crook,2020-12-06 14:02:39+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4115_Other__1.jpg''}}",-33.738449,150.267476,6263299.211,246744.7312,2.7,Fence line with three posts ,,,,,,,,,POINT(246744.731013 6263299.211166),,Work,Fence,,
1000041607224042542,4116 {Isolated_find},Penny Crook,2020-12-06 03:07:27.975 GMT,Penny Crook,2020-12-06 03:07:27 GMT,4116,Isolated find,Penny Crook,2020-12-06 14:07:22+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4116_Isolated_find__1.jpg''}}",-33.738023,150.268107,6263348.014,246801.954,3.6,"Pcln insulator.
",,,,,,,,,POINT(246801.953876 6263348.014032),Electrical component,Artefact | Electricity,Artefact,,
1000041607224192399,4117 {Other},Penny Crook,2020-12-06 03:09:54.130 GMT,Penny Crook,2020-12-06 03:09:54 GMT,4117,"Other,Possible culvert ",Penny Crook,2020-12-06 14:09:52+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4117_Other__1.jpg''}}",-33.737566,150.268631,6263399.993,246849.1705,2.7,Possibly stone culvert across track. ,,,,,,,,,POINT(246849.170336 6263399.992355),,Work | Drain | Transport,Trackway | Depression,,
1000041607224295673,4118 {Other},Penny Crook,2020-12-06 03:11:35.674 GMT,Penny Crook,2020-12-06 03:11:40 GMT,4118,"Other,Possible culvert ",Penny Crook,2020-12-06 14:11:35+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4118_Other__1.jpg''}}",-33.737481,150.268746,6263409.703,246859.5779,3.6,Possibly stone culvert across track. ,,,,,,,,,POINT(246859.577754 6263409.703132),,Work | Drain | Transport,Trackway | Depression,,
1000041607224372462,4119 {Other},Penny Crook,2020-12-06 03:13:05.854 GMT,Penny Crook,2020-12-06 03:13:05 GMT,4119,Other,Penny Crook,2020-12-06 14:12:52+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4119_Other__1.jpg''}}",-33.73726,150.269026,6263434.905,246884.8765,3.6,Possibly quarry or earthworks on eastern side of Tramway ,,,,,,,,,POINT(246884.876372 6263434.904443),,Work,Depression,,
1000041607224516245,4120 {Other},Penny Crook,2020-12-06 03:15:19.058 GMT,Penny Crook,2020-12-06 03:15:19 GMT,4120,Other,Penny Crook,2020-12-06 14:15:16+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4120_Other__1.jpg''}}",-33.736968,150.269333,6263468.048,246912.4688,3.3,Cutting through track ,,,,,,,,,POINT(246912.468644 6263468.047435),,Work,Depression,,
1000041607224626529,4121 {Isolated_find},Penny Crook,2020-12-06 03:17:08.345 GMT,Penny Crook,2020-12-06 03:17:08 GMT,4121,Isolated find,Penny Crook,2020-12-06 14:17:06+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4121_Isolated_find__1.jpg''}}",-33.736594,150.269829,6263510.75,246957.3355,3.6,Spike ,,,,Metal,,,,,POINT(246957.33533 6263510.749871),Implement,Artefact,Artefact,,
1000041607224823939,4122 {Other},Penny Crook,2020-12-06 03:20:25.858 GMT,Penny Crook,2020-12-06 03:20:25 GMT,4122,Other,Penny Crook,2020-12-06 14:20:23+11:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/4122_Other__1.jpg''}}",-33.736192,150.270196,6263556.242,246990.1655,2.4,Fence post,,,,,,,,,POINT(246990.165342 6263556.241306),,Work,Fence,,
1000021618363448707,5000 {Artefact_scatter},Penny Crook,2021-04-14 01:24:13.782 GMT,Penny Crook,2021-04-14 01:24:13 GMT,5000,"Artefact scatter,Tripot",Penny Crook,2021-04-14 11:24:08+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5000_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5000_Artefact_scatter__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5000_Artefact_scatter__3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5000_Artefact_scatter__4.jpg''}}",-33.742238,150.262614,-33.742238,150.262614,3.6,"Cluster of artefacts including 40.5 cm ferrous tripod, 16 cm high. In two pieces. Cylindrical with 2 angular hooks. 5.5cm legs one missing. Bar 90cm Long by 5.5cm wide. misshapen and twisted. two bolts in situ. Straight bar 40cm by 3.5cm with 4  15mm square perforation. One bolt nut and washer in situ. Second bar 31cm x 3.5cm with 1.2cm round perforations.",Cooking pot? with overhanging stand for suspension?,,,Glass - Metal - Other,"Sand colored brick, aerated water bottle sherds (...P. GOR...) unburnt, olive glass.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/5000_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/5000_Artefact_scatter__2.jpg''}}",697,707,POINT(150.262614 -33.742238),Building material | Bottle | Cooking | Mechanical,Artefact | Building material | Food storage | Cooking,Artefact,,
1000021618366247917,5001 {Other},Penny Crook,2021-04-14 02:11:23.792 GMT,Penny Crook,2021-04-14 02:11:23 GMT,5001,"Other,Fence post",Penny Crook,2021-04-14 12:10:47+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5001_Other__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5001_Other__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5001_Other__3.jpg''}}",-33.742183,150.262684,-33.742183,150.262684,3,Burnt fence post,Fence post,,,,,,708,710,POINT(150.262684 -33.742183),,Work,Fence,,
1000021618366704907,5002 {Other},Penny Crook,2021-04-14 02:18:24.907 GMT,Penny Crook,2021-04-14 02:18:27 GMT,5002,"Other,fence post",Penny Crook,2021-04-14 12:18:24+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5002_Other__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5002_Other__2.jpg''}}",-33.742127,150.262582,-33.742127,150.262582,2.1,Fence post standing to 1.53 h 21cm wide. 5.5m south of 5002.,fence post ,,,Metal,"bar with 4 round perforations, wire looped around centre",,710,712,POINT(150.262582 -33.742127),Implement,Work | Artefact,Fence | Artefact,,
1000021618367219240,5003 {Artefact_scatter},Penny Crook,2021-04-14 02:27:07.671 GMT,Penny Crook,2021-04-14 02:27:07 GMT,5003,Artefact scatter,Penny Crook,2021-04-14 12:26:59+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5003_Artefact_scatter__1.jpg''}}",-33.742028,150.262801,-33.742028,150.262801,2.1,scatter if manganese glass and band and line ware,,,,Ceramic - Glass,,,713,713,POINT(150.262801 -33.742028),Food service,Artefact | Food,Artefact,,
1000011618367571925,6000 {Platform},Faims Admin,2021-04-14 02:32:53.838 GMT,Penny Crook,2021-04-14 20:59:44 GMT,6000,Platform,Bec Parkes,2021-04-14 12:32:51+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6000_Platform__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6000_Platform__2.jpg''}}",-33.742068,150.262762,-33.742068,150.262762,2.1,"Possible platform located on crest of spur• line of tabular stones set vertically into ground• line runs north to south, possible line of square_rectangular cobbles running perpendicular, approx 3 m to north
Artefacts also associated",Probable camp site associated with transport of shale,,,Ceramic - Glass - Metal - Stone,,,Greenwood Camera,0045-48,POINT(150.262762 -33.742068),,Hut | Artefact,Platform | Artefact,,
1000021618367818242,5004 {Artefact_scatter},Penny Crook,2021-04-14 02:36:58.242 GMT,Penny Crook,2021-04-14 02:37:03 GMT,5004,Artefact scatter,Penny Crook,2021-04-14 12:36:58+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5004_Artefact_scatter__1.jpg''}}",-33.741841,150.262877,-33.741841,150.262877,2.1,"thick white chamber pot with diffuse moulding , pink band and line bone china.",could be wash from 6000,,,Ceramic,,,714,715,POINT(150.262877 -33.741841),Chamber pot,Artefact | Waste,Artefact,,
1000021618368032169,5005 {Artefact_scatter},Penny Crook,2021-04-14 02:40:32.169 GMT,Penny Crook,2021-04-14 02:41:14 GMT,5005,Artefact scatter,Penny Crook,2021-04-14 12:40:31+10:00,,-33.741884,150.262979,-33.741884,150.262979,2.1,"thick white chamber pot with diffuse moulding , pink band and line bone china.",could be wash from 6000,,,Ceramic,,,714,715,POINT(150.262979 -33.741884),Chamber pot,Artefact | Waste,Artefact,,
1000021618368074509,5006 {Artefact_scatter},Penny Crook,2021-04-14 02:41:14.509 GMT,Penny Crook,2021-04-14 02:41:16 GMT,5006,Artefact scatter,Penny Crook,2021-04-14 12:41:14+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5006_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5006_Artefact_scatter__2.jpg''}}",-33.741863,150.262958,-33.741863,150.262958,2.1,"scatter with 4 frags of cobalt blue Castor oil bottle, light green chamfered rectangular bottle with ''EN[O] / [FR]UIT...''. likely eno fruit  salts. Small frag of green TP with rope cable.",could be wash from 6000,,,Ceramic - Glass,,,716,717,POINT(150.262958 -33.741863),Bottle | Food service,Artefact | Pharmaceutical | Food,Artefact,,
1000011618368954404,6001 {Rectangular},Faims Admin,2021-04-14 02:56:23.880 GMT,Faims Admin,2021-04-14 02:56:23 GMT,6001,Rectangular,Faims Admin,2021-04-14 12:55:54+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6001_Rectangular__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6001_Rectangular__2.jpg''}}",-33.742064,150.262826,-33.742064,150.262826,2.1,"Line of tabular rocks heading east west set vertically into ground, possible start to return on western end heading north south, ",,,,Ceramic - Metal - Stone - Other,Brick,,"Greenwood camera, 0049, 0050, 0051",,POINT(150.262826 -33.742064),Building material,Hut | Artefact,Platform | Artefact,,
1000011618369979040,6002 {Artefact_scatter},Faims Admin,2021-04-14 03:13:12.803 GMT,Faims Admin,2021-04-14 03:13:12 GMT,6002,Artefact scatter,Faims Admin,2021-04-14 13:12:58+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6002_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6002_Artefact_scatter__2.jpg''}}",-33.742121,150.262871,-33.742121,150.262871,2.1,"Artefact scatter top of slope approximately 5 meters north east of feature 6001. 13 shards ceramic, including frg of thick white chamber pot matching profile of shard from 5006 down slope. Pink and gilt bone China. Manganese glass. Other misc. ",,,,Ceramic - Glass - Metal - Other,Brick,,"Mq camera, 0718, 0719, 0720",,POINT(150.262871 -33.742121),Chamber pot | Building material | Food service,Artefact | Waste | Food | Building material,Artefact,,
1000011618370717101,6003 {Isolated_find},Faims Admin,2021-04-14 03:25:27.476 GMT,Faims Admin,2021-04-14 03:25:27 GMT,6003,Isolated find,Faims Admin,2021-04-14 13:25:17+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6003_Isolated_find__1.jpg''}}",-33.74219,150.262896,-33.74219,150.262896,2.1,"Large brick fragment with 3 preserved faces, possible mortar or lime wash residue. Another smaller brick, with frog, found nearby - 11cm wide, 8cm height, preserved length 12cm.",,,,,,,"Greenwood camera 0052, 0053, 0054",,POINT(150.262896 -33.74219),Building material,Artefact | Building material,Artefact,,
1000021618370949343,5007 {Other},Penny Crook,2021-04-14 03:29:15.123 GMT,Penny Crook,2021-04-14 03:29:15 GMT,5007,"Other,Quarry cutting and spoil heap",Penny Crook,2021-04-14 13:29:09+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5007_Other__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5007_Other__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5007_Other__3.jpg''}}",-33.742345,150.262852,-33.742345,150.262852,2.4,"cutting at least 3m EW by at least 6m NS. standing at least 1m high. spoil heap at least 3x2m at peak.
",extraction points,,,Metal (cylindrical ferrous vessel rivets w open seam),,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/5007_Other__1.jpg''}}",721,722,POINT(150.262852 -33.742345),Mechanical | Spoil,Artefact | Work | Mining | Industry,Artefact | Spoil | Quarry,,
1000021618371954243,5008 {Artefact_scatter},Penny Crook,2021-04-14 03:46:03.944 GMT,Penny Crook,2021-04-14 03:46:03 GMT,5008,Artefact scatter,Penny Crook,2021-04-14 13:45:54+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5008_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5008_Artefact_scatter__2.jpg''}}",-33.742277,150.262698,-33.742277,150.262698,2.4,Scatter of 2 ferrous cylindrical bins 28cm diam with rivetted seam. 284mm rivetted ring (40mm high) with sheet metal base. 3.9m away. May all be from same vessel. at least one brick.,unknown?,,,Metal - Other,brick,,723,726,POINT(150.262698 -33.742277),Building material | Mechanical,Artefact | Building material | Mining | Industry,Artefact,,
1000011618372073519,6004 {Rectangular},Faims Admin,2021-04-14 03:47:58.237 GMT,Faims Admin,2021-04-14 03:47:58 GMT,6004,Rectangular,Faims Admin,2021-04-14 13:47:53+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6004_Rectangular__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6004_Rectangular__2.jpg''}}",-33.742385,150.262759,-33.742385,150.262759,2.4,Stone and earth platform with stone retaining wall on northern and western sides. ,,,,Stone,,,"Greenwood camera 0055, 0056, 0057",,POINT(150.262759 -33.742385),,Hut,Platform,6004 | 6005,"Very close, likely associated, much like 6007 | 6008"
1000011618372655662,6005 {Other},Faims Admin,2021-04-14 03:57:42.903 GMT,Faims Admin,2021-04-14 03:57:42 GMT,6005,Other,Faims Admin,2021-04-14 13:57:35+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6005_Other__1.jpg''}}",-33.742401,150.262782,-33.742401,150.262782,2.4,"Line of boulders, unmodified sub angular stones, roughly east west. ",,,,Stone,,,"Greenwood camera 0058, 0059, 0060",,POINT(150.262782 -33.742401),,Hut,Masonry,6004 | 6005,"Very close, likely associated, much like 6007 | 6008"
1000021618372978330,5009 {Rectangular},Penny Crook,2021-04-14 04:03:13.720 GMT,Penny Crook,2021-04-14 04:03:13 GMT,5009,Rectangular,Penny Crook,2021-04-14 14:02:58+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5009_Rectangular__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/5009_Rectangular__2.jpg''}}",-33.742442,150.262686,-33.742442,150.262686,2.1,"at least 3 terraced retraining walls running NS 1-2m apart. photographed section is 3m in length, at least 80cm wide, two courses in some places standing 37cm high.",unknown,,,Stone,,,727,727,POINT(150.262686 -33.742442),,Work | Retaining wall,Masonry,,
1000011618373498088,6006 {Other},Faims Admin,2021-04-14 04:12:17.682 GMT,Faims Admin,2021-04-14 04:12:17 GMT,6006,Other,Faims Admin,2021-04-14 14:11:38+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6006_Other__1.jpg''}}",-33.742625,150.26271,-33.742625,150.26271,2.7,"Linear trench, facing north south, opening to flat area on southern end. ",,,,,,,"Greenwood camera 0061,0062,0063,0064",,POINT(150.26271 -33.742625),,Trench,Depresson,,
1000011618374081042,6007 {Masonry},Faims Admin,2021-04-14 04:21:28.087 GMT,Faims Admin,2021-04-14 04:21:28 GMT,6007,Masonry,Faims Admin,2021-04-14 14:21:20+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/6007_Masonry__1.jpg''}}",-33.742823,150.262779,-33.742823,150.262779,2.7,"Stone pile, poorly preserved, linear stone feature. At least 3 courses of stone preserved. No visible mortar. Possibly associated with feature 6008 3m to east. Over 90% constructed with local unworked rock, with some machine cut bricks also present. ",,,,Stone,,,"Greenwood camera 0065, 0066, 0067",,POINT(150.262779 -33.742823),,Hut,Masonry,6007 | 6008,"Very close, likely associated, much like 6004 | 6005"
